unit_id,age_years,ambient_c,load_pu,top_oil_c,hotspot_c,ageing_rate,voltage_dev_pct,load_current_a,h2_ppm,ch4_ppm,c2h6_ppm,c2h4_ppm,c2h2_ppm,co_ppm,moisture_ppm,pd_pc,oil_bdv_kv,fault_type,health_index,health_class
TX338,8.9,30.3,0.773,66.9,81.5,0.043,0.83,134.0,5.8,1.6,8.6,0.4,1.35,489.1,17.6,25.9,55.4,normal,88.3,0
TX339,9.8,15.1,0.732,50.1,63.4,0.004,-0.66,128.4,15.9,1.6,8.6,0.7,0.61,413.5,22.3,27.4,58.2,normal,86.0,0
TX339,9.8,27.9,0.78,64.8,79.6,0.034,-1.49,141.5,3.3,4.7,6.8,1.3,1.25,477.2,13.5,13.3,63.6,normal,91.0,0
TX340,46.2,26.8,0.965,70.6,91.4,0.135,0.23,171.7,753.3,1150.1,253.4,3267.7,100.26,1675.9,35.0,37.4,28.3,T3,32.2,3
TX340,46.2,31.9,0.76,68.0,82.2,0.047,2.67,140.7,336.6,924.0,545.1,269.6,12.5,1681.2,42.8,132.9,34.7,T1,34.5,3
TX340,46.2,31.4,0.649,63.3,74.3,0.018,0.02,121.1,939.3,1023.9,123.9,1588.3,1955.9,1523.4,44.8,1535.8,35.9,D2,31.1,3
TX341,29.1,9.1,0.857,48.9,66.1,0.006,0.85,156.3,772.0,69.0,126.8,429.3,921.61,697.1,29.0,566.5,36.9,D1,37.1,3
TX341,29.1,14.8,0.868,55.0,72.5,0.014,2.27,147.7,3468.2,345.4,62.7,68.9,5.1,878.4,29.8,1034.8,39.9,PD,37.2,3
TX342,11.5,37.9,0.574,66.7,75.8,0.021,-1.07,97.8,1109.5,297.0,37.0,433.6,843.03,491.5,23.7,292.7,56.0,D2,53.4,2
TX342,11.5,24.9,0.78,61.8,76.6,0.024,1.24,138.5,1.6,6.6,1.4,3.3,2.21,561.7,16.1,47.2,54.2,normal,87.0,0
TX343,19.1,17.4,0.922,59.5,78.8,0.031,4.77,155.0,20.5,9.4,13.4,6.0,0.07,607.9,25.3,158.5,57.2,normal,79.0,1
TX343,19.1,-1.8,0.964,41.9,62.7,0.004,2.6,171.8,19.3,9.5,2.6,4.2,0.6,788.1,20.6,41.3,56.7,normal,83.6,1
TX344,10.1,9.3,1.028,55.3,78.3,0.029,1.41,189.4,835.9,212.8,34.7,11.1,3.87,573.8,19.4,443.4,45.8,PD,54.2,2
TX344,10.1,49.2,0.821,87.6,103.7,0.518,-0.82,139.5,12.9,4.5,5.0,3.5,1.44,409.3,19.3,61.3,49.7,normal,85.3,0
TX345,48.0,24.1,0.811,62.1,77.9,0.028,2.7,147.4,231.4,469.4,186.5,744.6,14.57,1536.4,43.6,96.6,36.4,T2,43.2,3
TX345,48.0,21.8,0.347,41.1,45.1,0.0,-1.7,59.0,2390.2,667.4,247.0,740.7,2119.98,1344.0,37.3,0.0,18.2,D1,25.0,3
TX346,23.9,23.7,0.563,52.1,60.9,0.003,2.63,102.5,12.7,9.7,8.0,9.5,0.22,1008.4,20.4,92.0,53.4,normal,81.0,1
TX346,23.9,24.0,0.284,40.4,43.3,0.0,1.37,50.2,16.2,16.1,12.8,5.0,3.1,806.9,19.3,20.5,48.9,normal,83.5,1
TX347,27.3,4.4,0.855,44.1,61.2,0.003,0.61,148.7,20.3,5.8,9.3,5.0,3.27,834.2,25.3,30.5,44.3,normal,77.0,1
TX347,27.3,27.0,0.681,60.1,72.0,0.013,-2.35,114.1,26.6,10.1,9.3,7.1,0.76,987.7,25.3,35.8,52.1,normal,80.0,1
TX348,7.2,16.6,1.017,62.2,84.8,0.064,-0.16,179.5,1.1,4.3,8.5,4.2,0.36,232.1,7.7,35.3,65.7,normal,91.2,0
TX348,7.2,27.7,0.696,61.3,73.7,0.016,0.12,120.1,9.7,3.2,0.3,1.5,1.17,442.5,13.1,39.0,63.3,normal,89.6,0
TX349,32.0,10.6,1.001,55.6,77.7,0.027,4.45,173.7,15.5,13.7,23.3,9.6,3.1,1003.9,30.9,58.1,47.7,normal,74.3,1
TX349,32.0,15.9,0.958,59.3,79.9,0.035,-1.87,171.8,17.1,19.3,2.5,8.7,0.62,1118.1,26.6,34.3,44.9,normal,75.7,1
TX350,11.0,26.5,0.365,46.6,51.0,0.001,1.13,63.4,423.6,95.9,16.9,4.9,6.35,529.8,19.3,486.3,48.0,PD,64.4,2
TX350,11.0,34.3,1.026,80.2,103.2,0.491,2.89,175.9,230.2,433.5,293.1,111.4,0.09,713.5,20.9,120.9,46.7,T1,56.6,2
TX350,11.0,19.7,0.917,61.7,80.8,0.04,-0.86,166.9,14.6,10.8,3.7,5.8,2.73,623.1,15.0,10.8,57.0,normal,90.1,0
TX350,11.0,30.4,0.787,67.6,82.6,0.049,1.8,139.0,15.9,7.0,2.2,3.3,2.73,551.2,14.6,101.3,68.3,normal,85.9,0
TX351,28.9,19.5,0.741,54.9,68.5,0.009,2.31,124.4,71.2,149.5,398.3,147.6,2.37,1068.8,31.4,107.6,43.1,T1,60.0,2
TX351,28.9,20.0,0.502,45.9,53.2,0.001,-0.33,86.7,8.3,7.7,7.1,7.1,2.12,1017.0,27.9,68.6,47.7,normal,76.2,1
TX351,28.9,12.9,0.857,52.6,69.8,0.01,-3.16,155.7,1086.3,225.5,88.6,617.1,2321.07,1079.9,36.4,233.2,33.6,D2,39.2,3
TX352,24.9,13.9,0.883,54.6,72.6,0.015,0.71,156.1,16.8,4.7,11.7,4.0,0.73,855.8,26.3,24.2,51.9,normal,81.2,1
TX352,24.9,33.3,0.657,65.5,76.7,0.024,-1.86,123.5,23.2,2.1,8.6,4.5,2.71,853.0,25.1,35.2,42.0,normal,76.2,1
TX352,24.9,24.7,0.805,62.5,78.1,0.028,-2.17,146.3,6.2,8.2,10.9,5.7,3.37,816.0,26.8,105.6,53.7,normal,77.9,1
TX353,19.7,5.6,0.95,48.8,69.0,0.009,-0.16,165.9,12.4,7.5,1.8,9.5,0.53,874.0,18.1,113.3,48.5,normal,81.7,1
TX353,19.7,19.9,0.866,60.0,77.4,0.026,-0.42,149.9,6.7,6.7,6.0,4.8,2.68,705.3,17.1,33.2,66.9,normal,85.3,0
TX354,17.4,33.7,0.989,78.3,99.9,0.346,2.14,184.8,15.4,10.1,11.3,1.0,4.26,626.0,17.2,19.7,48.1,normal,85.5,0
TX354,17.4,27.1,0.824,65.7,81.8,0.045,2.53,149.6,20.3,18.0,12.9,3.5,1.12,728.7,18.5,25.7,48.7,normal,84.8,1
TX354,17.4,26.3,1.019,72.0,94.7,0.197,-0.82,169.6,3.5,6.5,14.8,5.1,1.52,682.7,22.7,50.9,41.4,normal,78.1,1
TX354,17.4,22.8,0.775,59.5,74.1,0.017,1.62,137.7,11.9,4.0,1.4,2.2,1.65,693.1,18.3,34.6,49.0,normal,84.8,1
TX355,15.5,19.7,0.599,49.5,59.2,0.002,2.82,106.0,10.6,11.2,6.4,6.7,2.13,596.8,9.8,21.6,52.9,normal,89.8,0
TX355,15.5,20.1,0.576,49.1,58.2,0.002,0.57,101.1,6.9,8.9,13.2,5.1,0.33,607.2,17.4,106.7,65.1,normal,84.0,1
TX355,15.5,16.4,0.986,60.9,82.4,0.048,3.41,165.9,593.8,249.7,93.8,277.5,594.47,912.2,23.0,461.1,42.7,D1,52.1,2
TX356,13.2,33.7,0.637,65.0,75.7,0.021,-1.46,107.4,3.8,1.7,7.9,4.2,0.86,459.8,15.2,25.1,61.6,normal,88.4,0
TX356,13.2,27.0,1.203,79.2,108.8,0.883,0.76,220.2,13.0,6.9,8.9,5.4,0.68,771.3,16.2,66.2,57.2,normal,85.8,0
TX356,13.2,31.1,0.813,69.2,85.0,0.065,-1.03,143.8,17.1,6.2,4.7,5.5,0.8,490.3,21.7,42.7,59.7,normal,84.4,1
TX357,28.0,25.8,0.919,67.8,87.0,0.082,1.77,153.6,268.5,427.5,111.9,822.4,14.12,1218.0,,27.1,50.1,T3,58.3,2
TX357,28.0,25.1,0.913,67.0,86.0,0.073,-0.0,163.1,33.5,10.6,5.8,2.8,0.73,1146.7,27.4,38.1,55.0,normal,78.8,1
TX357,28.0,21.4,0.645,53.1,64.0,0.005,0.1,116.6,16.2,12.2,6.0,7.0,0.86,930.6,,31.6,49.9,normal,81.9,1
TX358,9.6,17.2,1.008,62.5,84.8,0.064,-1.01,178.9,9.2,4.5,3.1,2.3,0.85,486.2,14.1,26.3,54.1,normal,89.4,0
TX358,9.6,31.2,0.78,68.1,82.8,0.05,-1.56,142.8,11.6,5.3,0.6,2.4,0.39,377.1,,20.4,58.3,normal,90.7,0
TX358,9.6,22.4,0.547,50.1,58.5,0.002,1.03,98.2,6.2,5.2,1.8,4.4,2.31,546.4,18.4,38.0,50.8,normal,86.8,0
TX358,9.6,33.6,0.959,77.2,97.7,0.274,2.09,173.5,22.4,6.2,4.0,3.4,1.24,476.7,7.4,41.5,55.0,normal,89.9,0
TX359,11.6,26.2,0.456,50.2,56.5,0.002,-0.28,83.6,7.7,10.4,6.0,3.5,0.58,392.4,15.0,96.3,63.8,normal,86.0,0
TX359,11.6,15.3,1.153,65.7,93.3,0.168,-1.16,195.8,13.9,5.5,5.3,1.2,0.65,540.0,15.5,54.2,51.0,normal,86.9,0
TX359,11.6,43.5,1.169,94.5,122.7,3.523,-1.86,203.0,14.2,5.6,5.2,4.3,0.44,641.0,7.3,78.8,55.3,normal,82.9,1
TX360,27.1,15.5,0.472,40.2,46.8,0.0,3.79,83.6,7.7,6.4,15.5,4.7,0.44,838.3,26.4,24.2,59.2,normal,80.8,1
TX360,27.1,27.6,0.858,67.4,84.6,0.062,0.51,151.4,34.2,14.4,12.3,4.4,1.76,838.1,24.3,7.8,64.2,normal,83.2,1
TX360,27.1,21.7,0.824,60.3,76.4,0.023,-1.66,151.6,283.3,1300.8,354.7,1153.8,17.82,1336.5,33.4,21.9,42.1,T2,47.0,3
TX361,13.1,33.1,0.643,64.7,75.5,0.021,1.82,112.4,6.5,4.3,4.0,4.6,0.34,463.3,16.1,70.6,50.4,normal,85.9,0
TX361,13.1,15.5,0.896,56.7,75.2,0.02,-0.57,145.7,429.2,235.7,63.7,396.6,951.35,642.8,25.7,775.6,53.1,D2,53.7,2
TX362,24.3,37.8,0.872,78.2,95.8,0.223,-0.72,153.9,1899.0,473.3,107.4,54.7,7.37,802.1,23.4,388.0,40.7,PD,44.7,3
TX362,24.3,12.6,0.679,45.6,57.5,0.002,0.92,121.2,17.5,8.2,7.7,3.0,1.99,803.5,21.5,48.7,49.5,normal,81.4,1
TX363,14.2,26.5,0.994,71.3,93.0,0.163,-2.06,167.3,1382.2,303.8,120.0,207.1,778.18,559.1,25.7,1065.7,52.3,D1,47.6,3
TX363,14.2,20.9,0.834,59.8,76.2,0.023,0.0,153.6,550.6,145.1,14.9,15.6,2.63,296.1,19.1,395.3,45.6,PD,60.4,2
TX363,14.2,27.0,0.879,67.6,85.5,0.069,2.66,150.6,17.2,9.2,7.2,5.6,3.59,777.3,23.2,16.7,56.7,normal,85.2,0
TX364,26.3,23.6,0.695,57.3,69.6,0.01,0.59,124.0,502.8,712.1,574.5,682.2,23.09,1243.0,32.7,74.6,41.1,T2,43.1,3
TX364,26.3,8.9,0.878,49.4,67.3,0.007,0.99,149.4,299.3,906.9,555.2,209.7,12.24,1115.1,27.5,127.4,35.2,T1,44.3,3
TX364,26.3,34.4,0.979,78.7,99.9,0.347,3.85,178.3,11.7,5.2,11.3,2.7,1.39,990.0,27.9,0.0,,normal,77.3,1
TX364,26.3,46.3,0.793,83.7,98.9,0.31,1.45,143.8,359.5,310.0,190.1,260.4,40.46,1105.8,29.5,20.9,49.2,T3,57.7,2
TX365,48.0,30.6,0.776,67.4,82.0,0.046,-1.02,139.8,271.4,614.3,406.2,3743.4,36.28,1840.3,35.4,52.1,37.7,T3,38.6,3
TX365,48.0,35.9,0.796,73.4,88.7,0.1,0.81,138.9,32.5,16.3,17.2,17.1,0.24,1526.3,31.9,52.0,30.1,normal,61.2,2
TX365,48.0,16.0,0.509,42.2,49.7,0.001,-2.8,92.2,276.1,552.4,194.0,1198.2,59.39,1693.7,33.6,114.9,36.3,T3,44.0,3
TX365,48.0,33.3,0.743,68.8,82.4,0.048,2.72,129.2,255.6,371.8,139.7,600.5,762.89,1443.7,43.2,164.9,34.3,D1,37.6,3
TX366,34.0,2.5,1.085,50.5,75.6,0.021,-3.3,180.7,1565.4,314.1,64.5,39.4,6.69,1147.6,36.8,1612.5,42.0,PD,42.1,3
TX366,34.0,16.6,1.189,68.3,97.3,0.261,-0.17,210.8,35.5,23.7,16.3,3.4,2.28,1238.1,21.7,71.9,54.6,normal,78.1,1
TX367,25.5,25.4,0.66,57.7,69.0,0.009,-2.39,118.5,340.1,172.4,309.8,840.3,10.94,1201.2,27.5,88.3,40.9,T2,50.3,3
TX367,25.5,19.1,0.858,59.0,76.2,0.022,2.45,150.6,279.6,889.4,390.6,945.7,22.96,1128.1,27.6,39.9,43.1,T2,50.8,3
TX367,25.5,11.4,0.969,55.2,76.2,0.022,2.49,169.2,14.1,5.7,16.8,7.9,1.96,923.2,22.6,77.6,49.1,normal,79.6,1
TX368,48.0,8.8,0.697,42.5,54.9,0.001,0.66,121.4,28.2,23.8,15.3,13.1,0.69,1469.2,33.1,15.4,47.5,normal,72.9,1
TX368,48.0,23.8,0.782,60.8,75.6,0.021,0.32,136.8,27.8,29.2,15.5,18.3,1.08,1470.0,34.8,29.8,43.2,normal,68.3,2
TX369,23.8,24.9,1.094,73.2,98.6,0.301,0.99,190.1,20.7,23.6,9.0,8.4,0.82,964.6,19.3,37.4,53.6,normal,83.0,1
TX369,23.8,21.6,1.088,69.7,94.9,0.2,1.34,197.7,21.0,4.1,13.6,2.4,1.55,888.3,24.5,25.2,60.6,normal,81.9,1
TX369,23.8,17.3,0.723,52.0,65.1,0.005,-1.76,127.4,20.0,3.5,11.2,0.7,2.44,884.8,29.7,36.4,54.6,normal,79.1,1
TX369,23.8,42.2,1.035,88.4,111.7,1.187,2.91,186.3,1058.6,584.0,82.8,485.8,585.45,1004.7,22.3,520.3,33.9,D1,40.1,3
TX370,21.5,38.9,0.731,73.9,87.2,0.084,3.55,129.3,11.0,12.0,11.3,5.2,1.94,760.4,21.3,55.0,54.2,normal,82.1,1
TX370,21.5,31.0,0.924,73.2,92.6,0.155,-1.95,158.0,466.9,20.9,46.4,24.5,5.14,841.0,31.6,766.8,54.8,PD,58.9,2
TX370,21.5,34.7,0.915,76.6,95.7,0.219,0.65,160.1,194.1,415.0,271.0,161.2,-1.0,1206.9,21.0,11.6,43.2,T1,59.1,2
TX371,16.6,19.1,0.753,54.9,68.9,0.009,-1.82,120.8,25.5,8.9,8.8,2.8,0.98,650.5,28.2,58.0,53.1,normal,80.3,1
TX371,16.6,45.4,0.899,86.8,105.3,0.615,-1.1,158.8,23.6,6.7,2.1,0.9,0.9,674.0,18.1,86.9,51.9,normal,83.6,1
TX371,16.6,20.7,0.604,50.7,60.5,0.003,-0.82,101.0,11.1,16.1,11.0,7.0,0.98,523.2,22.5,49.5,59.0,normal,82.9,1
TX372,30.8,40.0,0.758,76.1,90.2,0.118,-0.94,138.5,212.2,566.7,242.6,961.4,23.92,1321.6,30.7,44.7,39.8,T2,49.7,3
TX372,30.8,23.2,0.595,52.9,62.4,0.004,-1.68,102.3,34.7,13.6,10.0,12.1,0.41,990.8,25.0,56.1,41.6,normal,73.5,1
TX372,30.8,22.6,0.639,54.1,64.8,0.005,-0.14,112.8,16.3,8.0,12.0,5.9,0.51,1231.4,25.3,74.4,51.2,normal,78.0,1
TX372,30.8,19.6,0.783,56.6,71.5,0.012,5.04,136.3,61.4,424.6,185.0,1117.0,44.04,1244.9,23.2,33.4,49.0,T3,61.6,2
TX373,31.3,19.4,1.013,64.9,87.3,0.085,2.64,181.5,27.2,15.4,12.0,4.1,3.82,1131.1,24.3,57.6,53.8,normal,78.2,1
TX373,31.3,34.5,0.898,75.8,94.3,0.188,1.17,157.0,514.6,888.6,338.8,1045.2,9.52,1354.5,27.8,48.8,29.5,T2,37.8,3
TX373,31.3,15.5,0.717,49.9,62.8,0.004,-4.55,123.5,14.5,12.7,3.1,9.1,0.5,1068.3,29.8,78.7,49.5,normal,75.6,1
TX373,31.3,28.6,1.15,78.9,106.4,0.689,3.73,206.8,36.6,14.8,9.6,3.0,0.35,997.7,23.9,59.6,,normal,74.8,1
TX374,17.0,27.1,0.772,63.7,78.2,0.029,-2.49,140.1,13.2,7.4,9.4,4.6,0.88,591.0,19.6,36.1,56.5,normal,84.8,1
TX374,17.0,22.1,0.818,60.4,76.4,0.023,-0.59,140.8,328.7,553.9,179.4,1440.9,22.0,756.1,27.4,25.4,52.8,T3,57.9,2
TX375,14.6,21.9,1.312,77.8,111.8,1.2,-2.38,233.9,4.4,9.7,2.5,3.3,0.49,676.2,16.0,37.0,53.6,normal,86.1,0
TX375,14.6,27.9,0.766,64.3,78.6,0.03,1.86,132.9,11.4,12.2,9.9,7.7,0.84,721.9,15.4,103.9,54.4,normal,84.8,1
TX375,14.6,22.2,0.643,53.8,64.6,0.005,5.04,109.3,22.3,10.6,3.5,0.9,0.98,549.9,16.4,22.9,61.0,normal,87.4,0
TX375,14.6,22.4,0.856,62.1,79.3,0.033,0.61,151.8,203.5,467.2,184.0,22.0,4.08,1074.2,30.7,23.0,44.8,T1,55.8,2
TX376,27.2,34.2,0.74,69.6,83.2,0.052,0.64,135.0,13.7,17.0,12.1,6.2,1.14,916.5,25.6,57.2,53.4,normal,79.0,1
TX376,27.2,17.4,0.701,51.3,63.7,0.005,-2.62,121.0,1195.2,290.7,35.3,537.2,1276.69,930.2,29.7,399.9,46.9,D2,51.7,3
TX377,14.3,27.6,0.945,70.6,90.7,0.126,0.18,164.7,10.2,13.4,8.6,4.0,1.2,530.8,8.4,75.9,52.5,normal,87.7,0
TX377,14.3,6.4,1.065,53.7,78.1,0.028,-0.65,182.0,11.2,5.7,3.8,7.1,1.64,504.6,21.5,29.3,54.8,normal,85.0,1
TX378,9.2,26.6,0.89,67.6,85.8,0.071,-4.07,159.7,0.0,2.8,6.5,0.3,0.77,334.3,14.1,77.4,65.9,normal,87.6,0
TX378,9.2,49.2,0.875,89.6,107.4,0.764,-0.01,151.5,3.2,7.2,9.7,2.4,1.82,383.9,15.6,23.1,45.4,normal,86.6,0
TX379,9.3,23.2,0.792,60.6,75.7,0.021,1.32,143.2,13.1,4.6,9.0,0.5,3.21,562.9,12.7,52.0,56.4,normal,88.4,0
TX379,9.3,22.4,1.071,69.9,94.5,0.191,0.3,188.5,65.1,133.6,156.6,534.4,10.57,532.6,12.2,19.7,51.1,T2,69.2,2
TX379,9.3,40.3,0.898,81.6,100.1,0.356,0.47,156.1,15.3,8.9,4.4,2.4,0.27,524.0,11.5,26.7,66.4,normal,90.4,0
TX379,9.3,21.3,0.647,53.0,64.0,0.005,-1.11,110.1,123.8,269.4,85.8,298.7,11.4,785.1,18.8,35.0,51.2,T2,66.4,2
TX380,7.8,35.2,0.594,64.9,74.4,0.018,-3.75,106.0,433.5,123.9,40.6,171.9,363.67,494.5,17.8,577.8,60.3,D1,59.6,2
TX380,7.8,24.3,0.728,59.2,72.4,0.014,1.18,127.4,0.6,1.1,9.3,1.2,1.68,278.9,9.1,41.9,61.9,normal,90.7,0
TX380,7.8,17.9,0.541,45.4,53.7,0.001,-0.25,101.6,15.0,10.4,1.3,0.0,0.37,453.8,12.6,43.5,61.0,normal,89.3,0
TX380,7.8,38.8,1.069,86.2,110.7,1.078,-0.84,181.2,11.0,1.0,4.5,1.4,0.21,327.5,16.3,0.0,63.4,normal,86.0,0
TX381,24.1,28.1,0.733,63.2,76.6,0.024,-0.09,128.2,14.0,14.0,8.4,6.6,1.18,877.9,24.5,23.7,46.9,normal,80.2,1
TX381,24.1,26.2,0.962,69.8,90.4,0.122,1.06,161.6,26.6,17.8,3.0,1.5,0.11,853.9,21.3,36.4,48.4,normal,81.4,1
TX381,24.1,24.2,0.99,68.8,90.5,0.122,-2.24,183.4,13.5,13.6,9.3,8.1,0.03,986.3,16.3,48.9,55.9,normal,83.9,1
TX381,24.1,30.4,0.868,70.5,88.1,0.093,-0.9,150.9,1673.5,512.1,121.2,784.7,1312.79,815.0,26.6,450.5,47.5,D1,47.4,3
TX382,24.1,26.7,1.033,72.9,96.1,0.229,1.11,181.1,462.3,824.4,256.1,2312.8,99.16,1425.9,28.3,44.8,44.5,T3,48.6,3
TX382,24.1,22.2,0.98,66.5,87.8,0.09,-3.62,169.5,12.1,15.3,9.7,4.7,1.82,909.2,24.0,51.9,56.2,normal,80.6,1
TX382,24.1,32.5,0.878,73.0,90.9,0.128,-2.19,154.5,152.0,132.7,201.1,48.0,3.64,1117.2,29.1,39.6,50.7,T1,69.2,2
TX383,34.3,31.2,0.641,62.8,73.6,0.016,2.79,113.2,151.7,826.0,564.7,233.1,21.98,1404.0,30.0,36.8,42.1,T1,49.6,3
TX383,34.3,23.5,0.575,52.4,61.5,0.003,-0.99,100.9,322.0,997.1,637.1,151.4,12.77,1395.2,35.1,33.7,37.2,T1,41.2,3
TX383,34.3,34.2,1.079,82.0,106.9,0.726,4.06,181.0,311.0,486.5,71.7,1452.1,57.77,1370.7,27.4,47.4,45.9,T3,56.4,2
TX383,34.3,7.7,0.809,45.7,61.4,0.003,1.63,145.5,44.4,13.7,12.2,9.1,0.27,1144.0,29.4,42.1,42.4,normal,71.9,1
TX384,37.2,18.6,0.653,50.6,61.8,0.004,-2.2,109.9,23.7,6.7,14.8,11.7,0.68,1225.5,26.9,189.7,40.2,normal,68.4,2
TX384,37.2,42.0,0.625,72.9,83.3,0.053,0.23,114.7,1462.8,435.7,80.8,52.2,7.21,1287.7,36.7,332.0,40.2,PD,42.2,3
TX384,37.2,16.8,0.654,48.9,60.0,0.003,-1.82,113.0,20.9,14.9,17.9,9.3,0.6,1211.3,31.9,95.3,36.9,normal,65.8,2
TX385,24.0,25.3,0.722,60.0,73.0,0.015,-0.71,124.7,29.0,14.2,10.2,7.6,0.79,1038.9,17.8,36.8,51.8,normal,83.5,1
TX385,24.0,32.9,0.91,74.6,93.5,0.171,-0.42,157.6,429.9,186.6,46.5,123.2,280.84,902.2,27.2,257.9,48.5,D1,57.0,2
TX386,6.8,28.7,0.794,66.1,81.3,0.042,-0.26,135.5,15.7,1.8,2.2,2.8,0.54,225.6,15.1,10.2,60.2,normal,91.5,0
TX386,6.8,39.9,0.833,78.7,95.2,0.206,-1.46,145.1,32.0,344.4,215.1,64.6,6.38,810.4,16.8,11.0,40.7,T1,64.8,2
TX387,15.2,28.2,0.82,66.6,82.6,0.049,1.16,144.1,17.6,5.0,2.4,2.4,0.68,430.7,15.2,78.8,60.7,normal,85.4,0
TX387,15.2,14.5,0.587,43.8,53.2,0.001,3.34,101.8,19.4,7.8,4.0,5.4,0.44,540.0,13.9,52.0,56.8,normal,86.7,0
TX387,15.2,37.0,0.977,81.1,102.3,0.449,0.54,173.7,13.7,1.4,3.5,0.9,-1.0,569.6,23.8,20.0,47.3,normal,83.4,1
TX387,15.2,8.4,0.727,43.3,56.5,0.002,-1.84,127.3,20.7,15.4,4.9,3.4,1.07,672.3,23.5,44.1,61.4,normal,83.0,1
TX388,38.5,26.1,0.881,66.8,84.7,0.063,-1.23,160.2,415.2,321.5,362.9,963.3,22.11,1303.8,29.4,47.9,40.0,T2,49.7,3
TX388,38.5,28.3,0.848,67.8,84.7,0.063,1.45,151.5,390.0,1314.8,402.1,250.2,24.44,1340.1,35.9,105.3,41.9,T1,41.6,3
TX389,11.1,13.7,0.858,53.5,70.7,0.011,0.14,151.9,8.1,7.1,6.7,7.7,0.89,452.1,17.8,85.3,52.9,normal,85.2,0
TX389,11.1,3.7,0.48,28.7,35.5,0.0,2.85,82.4,19.4,2.2,7.7,1.5,0.17,503.8,21.7,58.9,59.9,normal,84.4,1
TX389,11.1,32.1,0.958,75.6,96.1,0.23,-2.33,162.2,9.8,4.8,2.5,1.1,1.23,540.8,14.2,63.3,59.2,normal,87.3,0
TX390,17.9,10.2,1.185,61.7,90.6,0.123,-1.45,219.0,16.1,12.9,10.5,6.1,2.94,586.8,18.2,13.7,49.7,normal,86.6,0
TX390,17.9,51.0,1.161,101.7,129.6,6.735,0.8,199.0,374.4,575.8,410.0,190.5,8.65,1014.3,28.2,17.2,42.1,T1,43.9,3
TX391,14.6,34.0,0.747,69.6,83.4,0.054,-3.34,128.6,19.1,8.3,5.9,4.2,1.79,629.4,20.4,17.5,60.4,normal,86.3,0
TX391,14.6,10.9,0.643,42.5,53.4,0.001,0.36,106.8,1262.7,345.5,76.7,22.8,12.85,657.5,20.3,1197.1,,PD,44.7,3
TX392,21.6,26.6,0.799,64.2,79.6,0.034,0.34,144.3,980.5,161.4,92.9,244.3,698.53,934.8,20.4,254.5,43.2,D1,52.2,2
TX392,21.6,22.9,1.046,69.6,93.2,0.166,4.16,175.3,18.7,13.7,11.2,4.1,0.2,684.1,17.6,34.6,59.7,normal,84.6,1
TX392,21.6,26.8,0.758,62.8,76.9,0.025,1.52,125.0,132.7,286.1,169.3,484.9,17.75,908.2,22.2,125.9,45.3,T2,58.6,2
TX392,21.6,23.7,0.883,64.4,82.5,0.048,-3.77,153.3,282.8,663.1,213.8,1734.9,79.61,932.1,26.5,68.6,44.0,T3,51.0,3
TX393,24.7,30.1,0.74,65.4,79.0,0.032,-1.01,131.4,665.9,295.5,72.9,533.9,1258.37,925.9,30.3,583.7,58.4,D2,54.5,2
TX393,24.7,29.5,1.079,77.3,102.2,0.443,1.59,192.4,5.4,18.6,17.4,7.3,1.32,840.1,22.6,70.1,54.4,normal,80.4,1
TX393,24.7,31.5,1.152,81.9,109.5,0.946,3.63,201.4,1902.2,450.0,43.0,42.2,7.42,985.9,35.3,1677.7,41.1,PD,38.5,3
TX393,24.7,25.0,1.209,77.4,107.1,0.745,-0.64,204.9,723.7,358.6,102.9,328.5,840.55,1019.5,29.7,1837.1,47.1,D1,46.4,3
TX394,45.1,24.6,0.65,56.5,67.5,0.008,1.59,113.4,1024.9,202.4,7.9,18.0,11.33,1424.2,32.1,180.7,40.6,PD,46.8,3
TX394,45.1,17.2,0.825,55.8,71.9,0.013,-0.2,137.9,571.9,459.8,116.9,2035.6,107.52,1609.4,,25.6,38.8,T3,42.5,3
TX394,45.1,13.7,0.742,49.1,62.8,0.004,-3.18,131.0,541.7,277.9,143.7,337.9,462.33,1331.7,30.5,633.8,30.5,D1,38.2,3
TX395,20.4,15.6,0.948,58.7,78.9,0.031,-0.24,164.2,11.0,7.6,5.8,6.8,1.19,515.5,21.3,35.4,44.1,normal,80.1,1
TX395,20.4,30.5,0.625,61.4,71.8,0.013,-1.18,107.9,10.3,9.3,1.5,3.3,2.48,615.8,18.9,183.2,49.8,normal,80.9,1
TX396,11.1,32.9,0.834,71.8,88.3,0.095,0.52,149.6,14.9,5.2,6.1,2.6,2.5,520.2,15.2,31.4,54.7,normal,88.1,0
TX396,11.1,25.1,0.817,63.4,79.3,0.033,-2.47,146.2,12.4,0.2,2.3,0.3,0.26,428.6,13.1,33.9,51.0,normal,89.1,0
TX396,11.1,25.4,0.72,59.9,72.9,0.015,2.28,126.6,0.4,4.7,2.8,3.8,1.19,538.9,20.2,29.4,54.1,normal,86.5,0
TX396,11.1,40.6,0.896,81.8,100.3,0.36,0.99,159.3,9.7,3.9,9.7,3.7,-1.0,570.6,18.6,83.6,59.7,normal,85.0,1
TX397,13.4,26.8,0.513,53.2,60.7,0.003,1.89,89.9,11.3,4.9,6.4,4.5,1.27,565.8,21.9,24.7,49.4,normal,85.1,0
TX397,13.4,19.3,0.651,51.3,62.3,0.004,-0.58,117.0,211.7,796.0,116.3,411.2,-1.0,1078.9,21.6,14.5,42.8,T2,53.7,2
